City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,sitka,57.0531,-135.33,48.09,76,100,0.0,US,1698883592
365,griffith,41.5284,-87.4237,39.13,69,40,5.75,US,1698883564
366,arawa,-6.2132,155.5367,85.6,71,100,2.86,PG,1698883646
367,pekanbaru,0.5333,101.45,75.52,100,40,3.44,ID,1698883548
368,christchurch,-43.5333,172.6333,64.94,72,40,12.66,NZ,1698883461
369,chernushka,56.5072,56.0766,37.81,100,100,8.23,RU,1698883647
370,altamont,42.2068,-121.7372,65.39,32,20,6.91,US,1698883647
371,fisterra,42.9049,-9.2629,61.75,72,100,32.61,ES,1698883647
372,lesnikovo,55.2822,65.3175,32.63,99,100,3.65,RU,1698883647
373,kattivakkam,13.2167,80.3167,80.08,87,83,5.03,IN,1698883647
374,lucapa,-8.4192,20.7447,66.61,98,100,1.59,AO,1698883647
375,papao,-17.75,-149.55,83.88,84,88,26.31,PF,1698883647
376,hilo,19.7297,-155.09,82.13,79,75,12.66,US,1698883648
377,kuala belait,4.5833,114.1833,79.54,87,64,5.19,BN,1698883648
378,ballesteros,18.4126,121.5152,77.9,91,85,4.09,PH,1698883648
379,francisco beltrao,-26.0811,-53.055,66.2,98,59,3.56,BR,1698883417
380,marsa alam,25.0757,34.8918,79.45,57,0,8.23,EG,1698883648
381,arkhangel'sk,64.5401,40.5433,24.13,83,100,13.11,RU,1698883550
382,barra de santo antonio,-9.4047,-35.5072,78.24,83,14,12.01,BR,1698883648
383,lucheng,31.2336,117.2806,66.49,61,0,7.34,CN,1698883648
384,kudahuvadhoo,2.6708,72.8944,81.23,78,65,4.63,MV,1698883648
385,deland,29.0283,-81.3031,63.14,75,0,12.66,US,1698883649
386,ryotsu-minato,38.0833,138.4333,65.53,78,29,6.02,JP,1698883649
387,palikir - national government center,6.9248,158.1611,86.85,74,75,9.22,FM,1698883649
388,tionk essil,12.7856,-16.5217,79.38,81,38,6.62,SN,1698883649
389,corrales,35.2378,-106.6067,58.71,19,0,5.01,US,1698883515
390,yei,4.095,30.6779,68.07,93,100,2.13,SS,1698883649
391,zaozersk,69.4005,32.4476,20.12,93,77,2.51,RU,1698883649
392,nuku'alofa,-21.1333,-175.2,74.21,89,1,21.09,TO,1698883649
393,cadale,2.7603,46.3222,80.98,79,99,6.71,SO,1698883650
394,namtsy,62.7161,129.6658,1.94,93,99,6.24,RU,1698883650
395,kuanda,56.3161,116.0806,-4.72,91,68,1.25,RU,1698883650
396,quibdo,5.6947,-76.6611,73.87,97,100,1.12,CO,1698883650
397,kibre mengist,5.8833,38.9833,60.17,98,99,2.08,ET,1698883650
398,inhambane,-23.865,35.3833,68.5,72,66,9.01,MZ,1698883650
399,kurmuk,10.55,34.2833,71.08,88,93,3.11,SD,1698883650
400,balqash,46.8481,74.995,43.25,80,99,9.55,KZ,1698883591
401,pont rouge,48.8833,-72.0825,22.73,79,47,3.13,CA,1698883650
402,acapulco de juarez,16.8634,-99.8901,80.87,84,80,5.82,MX,1698883651
403,ponta delgada,37.7333,-25.6667,71.19,94,75,19.57,PT,1698883651
404,shadegan,30.6497,48.6647,78.15,60,96,6.4,IR,1698883651
405,bel ombre,-4.6167,55.4167,81.81,80,77,14.74,SC,1698883651
406,dampit,-8.2116,112.7493,79.63,63,43,5.68,ID,1698883651
407,paita,-5.0892,-81.1144,68.41,81,64,15.79,PE,1698883651
408,ola,59.5833,151.2833,35.15,95,100,12.28,RU,1698883651
409,bandundu,-3.3167,17.3667,73.27,83,96,2.8,CD,1698883651
410,kingscliff,-28.2667,153.5667,74.77,53,75,10.36,AU,1698883652
411,kulhudhuffushi,6.6221,73.07,82.63,76,99,9.71,MV,1698883652
412,al hasakah,36.5024,40.7477,69.49,46,77,7.81,SY,1698883652
413,sretensk,52.2453,117.7093,14.49,79,95,3.24,RU,1698883652
414,talovskiy,51.1144,40.73,53.44,78,100,12.12,RU,1698883652
415,kingston,17.997,-76.7936,81.55,94,75,5.75,JM,1698883360
416,gadzhiyevo,69.2551,33.3362,21.99,96,96,2.48,RU,1698883652
417,kruisfontein,-34.0033,24.7314,58.89,82,100,6.29,ZA,1698883652
418,nkove,-7.95,30.85,79.57,56,73,6.58,TZ,1698883653
419,flying fish cove,-10.4217,105.6791,80.28,83,100,10.36,CX,1698883653
420,ad dilam,23.9915,47.1627,75.61,54,16,3.22,SA,1698883653
421,alesund,62.4723,6.1549,40.75,55,75,19.57,NO,1698883653
422,belyy yar,53.6039,91.3903,26.49,100,100,0.0,RU,1698883653
423,serinyol,36.3556,36.2123,70.07,60,75,4.61,TR,1698883653
424,manakara,-22.1333,48.0167,72.97,87,98,11.14,MG,1698883653
425,mawlaik,23.6333,94.4167,70.34,89,99,0.6,MM,1698883653
426,lisakovsk,52.5369,62.4936,45.61,90,81,15.66,KZ,1698883654
427,balrampur,27.4333,82.1833,68.7,70,0,3.13,IN,1698883654
428,sinabang,2.4803,96.3801,77.99,86,98,3.76,ID,1698883654
429,loango,-4.6719,11.8312,78.46,94,20,5.48,CG,1698883654
430,vila franca do campo,37.7167,-25.4333,70.88,99,46,10.74,PT,1698883562
431,rabaul,-4.1967,152.1721,82.18,76,80,2.8,PG,1698883654
432,guanica,17.9716,-66.908,82.98,68,20,9.73,PR,1698883654
433,bor,56.3567,44.0669,51.73,91,91,8.16,RU,1698883655
434,leua,48.2156,18.6071,52.5,79,99,10.45,SK,1698883655
435,palu,-0.8917,119.8707,81.16,86,96,1.41,ID,1698883655
436,northam,51.0333,-4.2167,54.66,95,99,21.85,GB,1698883655
437,campbell river,50.0163,-125.2446,47.73,87,100,4.61,CA,1698883423
438,mikuni,36.2171,136.1519,65.39,65,47,7.18,JP,1698883656
439,bethanie,-26.4833,17.15,71.33,23,23,1.36,NA,1698883656
440,nyurba,63.2842,118.3319,4.71,95,100,9.64,RU,1698883656
441,arraial do cabo,-22.9661,-42.0278,73.42,91,91,18.43,BR,1698883656
442,goondiwindi,-28.55,150.3167,77.88,35,0,12.55,AU,1698883656
443,skovorodino,53.9833,123.9167,9.95,67,5,5.08,RU,1698883657
444,malango,-2.9627,119.9001,74.7,77,99,0.76,ID,1698883657
445,mejit,10.2753,170.8646,82.04,79,34,14.36,MH,1698883657
446,asikkala,61.2167,25.5,33.67,91,98,13.98,FI,1698883657
447,illizi,26.4833,8.4667,75.88,22,0,9.57,DZ,1698883657
448,independence,39.0911,-94.4155,45.39,43,0,6.91,US,1698883642
449,santa cruz de tenerife,28.4682,-16.2546,76.28,88,75,8.05,ES,1698883444
450,lepsy,46.235,78.9456,43.34,64,100,15.68,KZ,1698883658
451,vieste,41.8825,16.175,62.82,72,99,4.38,IT,1698883658
452,adrar,20.5022,-10.0711,81.7,12,57,9.8,MR,1698883658
453,east ballina,-28.8667,153.5833,70.81,57,98,7.18,AU,1698883658
454,igarka,67.4667,86.5833,4.5,84,100,8.19,RU,1698883658
455,gizo,-8.103,156.8419,83.03,74,100,5.73,SB,1698883658
456,nadi,-17.8,177.4167,86.0,66,40,14.97,FJ,1698883659
457,polyarnyy,69.1989,33.4478,22.95,96,96,2.8,RU,1698883659
458,pedra azul,-16.0053,-41.2972,71.44,85,100,2.26,BR,1698883659
459,polygyros,40.3744,23.4383,62.92,76,87,4.12,GR,1698883467
460,minas de marcona,-15.2119,-75.1103,59.22,76,49,12.08,PE,1698883659
461,ocean shores,46.9737,-124.1563,51.94,93,100,9.22,US,1698883659
462,saeby,57.3319,10.5225,49.93,97,100,20.47,DK,1698883659
463,port macquarie,-31.4333,152.9167,69.89,59,23,6.22,AU,1698883519
464,sibut,5.718,19.0739,70.61,97,100,7.23,CF,1698883660
465,kavieng,-2.5744,150.7967,83.64,71,83,4.47,PG,1698883660
466,cozumel,20.5083,-86.9458,80.67,83,75,10.36,MX,1698883531
467,alem paraiba,-21.8878,-42.7044,72.72,94,82,3.76,BR,1698883660
468,mirny,62.5353,113.9611,-6.77,76,97,13.0,RU,1698883660
469,san rafael del sur,11.8485,-86.4384,76.6,89,70,4.21,NI,1698883660
470,sorong,-0.8833,131.25,80.76,79,73,7.07,ID,1698883661
471,akureyri,65.6835,-18.0878,31.95,98,95,4.63,IS,1698883661
472,brisas de zicatela,15.8369,-97.0419,82.92,54,40,3.44,MX,1698883661
473,kimbe,-5.5502,150.1429,86.54,69,81,2.89,PG,1698883661
474,zemetchino,53.4973,42.6163,50.23,87,100,12.75,RU,1698883661
475,ranot,7.7777,100.3213,79.72,84,94,5.93,TH,1698883661
476,essaouira,31.5125,-9.77,68.88,81,0,15.84,MA,1698883661
477,tazacorte,28.629,-17.9293,70.77,90,0,8.05,ES,1698883661
478,inarajan village,13.2736,144.7484,88.77,80,24,14.65,GU,1698883662
479,road town,18.4167,-64.6167,82.49,69,2,15.77,VG,1698883662
480,sadri,25.1833,73.4333,73.4,35,11,4.88,IN,1698883662
481,jian'ou,27.0469,118.3253,64.96,74,0,0.65,CN,1698883662
482,punta cana,18.5818,-68.4043,78.57,94,40,5.75,DO,1698883662
483,weno,7.4515,151.8468,84.15,89,100,3.44,FM,1698883662
484,faget,45.85,22.1833,50.2,70,100,4.41,RO,1698883662
485,chissamba,-12.1667,17.3333,65.86,90,99,3.38,AO,1698883662
486,vernon,50.2581,-119.2691,45.61,71,99,1.54,CA,1698883662
487,adler,43.43,39.92,62.76,77,75,4.47,RU,1698883663
488,gombi,10.1614,12.7399,74.35,46,94,2.33,NG,1698883663
489,yenangyaung,20.4667,94.8833,75.69,89,100,1.43,MM,1698883663
490,fang,19.9169,99.2145,68.23,95,41,0.45,TH,1698883663
491,neyriz,29.1988,54.3278,63.1,50,98,4.85,IR,1698883663
492,nuuk,64.1835,-51.7216,38.01,65,75,26.46,GL,1698883663
493,al artawiyah,26.5053,45.3444,65.86,88,80,14.27,SA,1698883663
494,arar,30.9753,41.0381,60.82,94,0,4.61,SA,1698883664
495,pleasanton,37.6624,-121.8747,76.39,32,0,9.22,US,1698883664
496,akdagmadeni,39.6603,35.8836,53.65,69,84,3.74,TR,1698883664
497,namibe,-15.1961,12.1522,67.37,84,63,3.02,AO,1698883664
498,rongelap,11.1635,166.8941,81.68,80,31,14.9,MH,1698883664
499,oakdale,44.963,-92.9649,34.7,72,0,3.44,US,1698883664
500,gornopravdinsk,60.05,69.9,19.11,95,99,6.73,RU,1698883664
501,chitipa,-9.7024,33.2697,67.41,75,18,7.74,MW,1698883664
502,torghay,49.6339,63.4981,45.39,92,29,10.22,KZ,1698883664
503,az zubayr,30.3945,47.7011,79.74,48,100,7.23,IQ,1698883665
504,manokwari,-0.8667,134.0833,82.62,69,95,3.24,ID,1698883665
505,karratha,-20.7377,116.8463,83.05,31,0,6.89,AU,1698883665
506,douglas,41.3,-96.167,46.6,46,0,0.0,US,1698883665
507,ad dawadimi,24.5077,44.3924,70.95,48,83,9.33,SA,1698883665
508,natal,-5.795,-35.2094,78.76,81,12,10.69,BR,1698883665
509,deoli,25.75,75.3833,69.04,43,0,2.33,IN,1698883665
510,las khorey,11.1595,48.1967,80.49,84,98,9.95,SO,1698883665
511,kone,-21.0595,164.8658,81.28,45,28,3.02,NC,1698883666
512,xining,36.6167,101.7667,42.75,41,75,1.36,CN,1698883546
513,ca mau,9.1769,105.15,78.85,89,94,3.02,VN,1698883597
514,niafunke,15.9322,-3.9906,84.11,11,82,10.11,ML,1698883666
515,extrema,-22.8547,-46.3183,62.58,91,92,5.21,BR,1698883666
516,ejutla de crespo,16.5667,-96.7333,63.55,68,91,7.36,MX,1698883666
517,cole harbour,44.6724,-63.4751,33.98,94,100,8.01,CA,1698883666
518,campo ramon,-27.4611,-55.019,67.93,99,49,2.35,AR,1698883666
519,cabedelo,-6.9811,-34.8339,81.27,81,20,11.97,BR,1698883666
520,taguatinga,-12.3857,-46.5711,83.82,50,96,4.09,BR,1698883667
521,dickinson,29.4608,-95.0513,58.15,59,0,3.44,US,1698883667
522,les cayes,18.2,-73.75,79.9,87,100,7.61,HT,1698883667
523,saint croix,17.7397,-64.7388,79.25,80,0,5.75,VI,1698883667
524,vredendal,-31.6683,18.5012,75.63,24,87,9.55,ZA,1698883667
525,berdigestyakh,62.0989,126.6992,0.25,94,100,7.38,RU,1698883667
526,nieuw amsterdam,5.8833,-55.0833,83.01,83,52,8.41,SR,1698883667
527,coquimbo,-29.9533,-71.3436,57.94,68,92,5.39,CL,1698883667
528,moranbah,-22.0016,148.0466,86.13,31,35,10.0,AU,1698883668
529,bikenibeu village,1.3673,173.1241,82.81,76,70,9.28,KI,1698883668
530,kirgiz-miyaki,53.6324,54.7979,44.24,89,14,11.54,RU,1698883668
531,santa cruz,-17.8,-63.1667,80.06,83,83,12.66,BO,1698883668
532,pocone,-16.2567,-56.6228,85.46,45,48,4.83,BR,1698883668
533,ishigaki,24.3448,124.1572,78.4,72,62,16.13,JP,1698883668
534,yatou,37.15,122.3833,69.44,67,1,16.75,CN,1698883668
535,luderitz,-26.6481,15.1594,60.39,84,47,6.53,NA,1698883386
536,itacarambi,-15.1022,-44.0919,77.59,76,99,3.65,BR,1698883633
537,bukoba,-1.3317,31.8122,70.86,75,100,5.32,TZ,1698883669
538,qusmuryn,52.4503,64.6311,43.05,93,97,14.65,KZ,1698883669
539,alekseyevskoye,55.3071,50.1135,50.88,89,10,11.81,RU,1698883669
540,port-vila,-17.7338,168.3219,80.2,74,75,11.5,VU,1698883669
541,zhezqazghan,47.7833,67.7667,41.56,88,82,8.52,KZ,1698883669
542,lake havasu city,34.4839,-114.3224,81.21,8,8,4.61,US,1698883472
543,woolgoolga,-30.1106,153.2007,73.04,64,76,5.64,AU,1698883669
544,kargasok,59.0556,80.8572,14.97,87,100,4.0,RU,1698883669
545,zouerate,22.7187,-12.4521,80.94,22,2,9.93,MR,1698883669
546,rio grande,-32.035,-52.0986,64.51,83,100,19.37,BR,1698883413
547,mariental,-24.6333,17.9667,71.4,22,0,2.06,NA,1698883670
548,sassandra,4.95,-6.0833,76.55,90,23,2.39,CI,1698883670
549,cururupu,-1.8283,-44.8683,76.21,86,25,3.91,BR,1698883670
550,okha,53.5739,142.9478,30.0,53,75,20.42,RU,1698883670
551,mynamaki,60.7446,22.0243,33.12,81,100,11.01,FI,1698883670
552,darwin,-12.4611,130.8418,89.94,66,75,0.0,AU,1698883623
553,allapalli,19.4167,80.0667,67.5,81,56,1.41,IN,1698883670
554,yarkovo,57.4028,67.0786,25.23,97,100,4.21,RU,1698883670
555,ruhpolding,47.7667,12.65,46.29,83,87,3.42,DE,1698883670
556,sola,-13.8833,167.55,84.87,70,75,5.75,VU,1698883671
557,graaff-reinet,-32.2522,24.5308,60.87,63,83,2.57,ZA,1698883671
558,gazojak,41.1875,61.4036,48.88,42,34,9.73,TM,1698883671
559,torremolinos,36.6204,-4.4998,67.37,67,0,9.22,ES,1698883671
560,kavaratti,10.5669,72.642,82.85,71,74,6.17,IN,1698883671
561,quellon,-43.1167,-73.6167,48.99,77,2,5.41,CL,1698883671
562,sechura,-5.5569,-80.8222,70.95,71,52,15.95,PE,1698883671
563,vegreville,53.5001,-112.0518,34.99,73,89,6.91,CA,1698883611
564,ko pha ngan,9.7578,100.0291,76.05,80,100,8.66,TH,1698883671
565,santa cruz del norte,23.1539,-81.9236,77.68,73,24,17.49,CU,1698883672
566,shirwal,18.1333,73.9833,65.61,65,40,2.21,IN,1698883672
567,dolinsk,47.35,142.8,38.71,57,42,9.55,RU,1698883672
568,cananeia,-25.0147,-47.9267,68.83,84,100,4.23,BR,1698883436
569,peace river,56.2501,-117.286,33.01,91,97,2.17,CA,1698883601
570,leshan,29.5623,103.7639,67.05,83,100,2.24,CN,1698883672
571,rancho murieta,38.5019,-121.0947,77.76,30,0,4.61,US,1698883672
572,kristiansund,63.1115,7.732,34.45,51,75,10.36,NO,1698883672
573,kutum,14.2,24.6667,75.15,27,96,12.17,SD,1698883672
